47.500000	 0.500000	 1 	0 	0.100000 	 0.100000
38.968750	 1.500000	 2 	0 	0.100000 	 0.100000
37.957031	 3.000000	 3 	0 	0.100000 	 0.100000
31.705078	 5.000000	 4 	0 	0.100000 	 0.100000
23.535156	 7.500000	 5 	0 	0.100000 	 0.100000
13.433594	 44.396484	 6 	0 	0.100000 	 0.100000
14.000000	 39.580078	 0 	1 	0.100000 	 0.100000
10.412109	 1.500000	 1 	1 	0.100000 	 0.100000
21.281250	 0.000000	 0 	0 	0.100000 	 0.100000
0.500000	 32.750000	 0 	0 	0.100000 	 0.100000
1.500000	 32.810547	 0 	1 	0.100000 	 0.100000
3.000000	 33.208984	 0 	2 	0.100000 	 0.100000
42.814453	 20.107422	 0 	3 	0.100000 	 0.100000
19.183594	 11.603516	 1 	4 	0.100000 	 0.100000
12.007813	 7.500000	 2 	1 	0.100000 	 0.100000
11.775391	 10.500000	 3 	1 	0.100000 	 0.100000
11.453125	 14.000000	 4 	0 	0.100000 	 0.100000
7.500000	 1.111328	 2 	0 	0.100000 	 0.100000
10.500000	 9.408203	 1 	0 	0.100000 	 0.100000
14.000000	 0.500000	 0 	0 	0.100000 	 0.100000
15.916016	 43.099609	 1 	0 	0.100000 	 0.100000
64.242188	 42.398438	 2 	1 	0.100000 	 0.100000
63.814453	 36.726563	 3 	2 	0.100000 	 0.100000
62.095703	 36.439453	 4 	3 	0.100000 	 0.100000
52.052734	 37.111328	 3 	4 	0.100000 	 0.100000
37.076172	 30.048828	 4 	5 	0.100000 	 0.100000
39.257813	 26.511719	 5 	6 	0.100000 	 0.100000
10.500000	 0.000000	 1 	0 	0.100000 	 0.100000
14.000000	 45.345703	 1 	0 	0.100000 	 0.100000
18.000000	 42.957031	 2 	1 	0.100000 	 0.100000
22.500000	 42.380859	 3 	2 	0.100000 	 0.100000
20.507813	 29.740234	 3 	3 	0.100000 	 0.100000
57.371094	 28.458984	 2 	4 	0.100000 	 0.100000
55.095703	 25.656250	 2 	5 	0.100000 	 0.100000
47.828125	 27.523438	 2 	6 	0.100000 	 0.100000
40.853516	 19.968750	 3 	7 	0.100000 	 0.100000
37.318359	 18.000000	 4 	2 	0.100000 	 0.100000
35.402344	 22.500000	 5 	2 	0.100000 	 0.100000
36.421875	 20.875000	 6 	2 	0.100000 	 0.100000
39.246094	 69.425781	 7 	3 	0.100000 	 0.100000
40.728516	 34.273438	 8 	1 	0.100000 	 0.100000
43.193359	 27.712891	 9 	2 	0.100000 	 0.100000
27.777344	 28.246094	 10 	3 	0.100000 	 0.100000
0.000000	 5.988281	 0 	4 	0.100000 	 0.100000
