

							TABLEAU DE BORD CARREFOUR:



V:Vehicule
DA: Date d'arrivée
DFP:Date de fin de passage
TS:Temps de service
LF:Longueur file


 V           DA            DFP             TS		  V           DA           DFP           TS		 LF1     LF2



 Route1	 		                               Route2	 

 749(V) 	 11h 2m 22s 	  11h 2m 25s  	 0h 0m 3s  	 749(R) 	 10h 56m 21s	  10h 56m 42s  	 0h 0m 20s  	 0 	 1 
 750(V) 	 11h 2m 47s 	  11h 2m 48s  	 0h 0m 0s  	 750(R) 	 10h 56m 27s	  10h 56m 43s  	 0h 0m 15s  	 0 	 2 
 751(O) 	 11h 2m 49s 	  11h 3m 41s  	 0h 0m 51s  	 751(V) 	 10h 56m 48s	  10h 56m 51s  	 0h 0m 3s  	 0 	 0 
 752(O) 	 11h 2m 52s 	  11h 3m 41s  	 0h 0m 48s  	 752(V) 	 10h 57m 11s	  10h 57m 16s  	 0h 0m 5s  	 1 	 0 
 753(R) 	 11h 2m 56s 	  11h 3m 42s  	 0h 0m 45s  	 753(V) 	 10h 57m 14s	  10h 57m 22s  	 0h 0m 7s  	 2 	 1 
 754(R) 	 11h 3m 21s 	  11h 3m 44s  	 0h 0m 22s  	 754(V) 	 10h 57m 17s	  10h 58m 15s  	 0h 0m 57s  	 3 	 1 
 755(R) 	 11h 3m 29s 	  11h 3m 46s  	 0h 0m 16s  	 755(R) 	 10h 57m 41s	  10h 58m 15s  	 0h 0m 33s  	 4 	 1 
 756(V) 	 11h 3m 56s 	  11h 4m 3s  	 0h 0m 7s  	 756(R) 	 10h 58m 12s	  10h 58m 16s  	 0h 0m 3s  	 0 	 2 
 757(V) 	 11h 3m 59s 	  11h 4m 9s  	 0h 0m 10s  	 757(V) 	 10h 58m 17s	  10h 58m 20s  	 0h 0m 3s  	 1 	 0 
 758(V) 	 11h 4m 4s 	  11h 4m 18s  	 0h 0m 14s  	 758(V) 	 10h 58m 19s	  10h 58m 24s  	 0h 0m 5s  	 1 	 1 
 759(O) 	 11h 4m 26s 	  11h 4m 26s  	 0h 0m 0s  	 759(V) 	 10h 58m 48s	  10h 58m 55s  	 0h 0m 6s  	 0 	 0 
 760(R) 	 11h 4m 27s 	  11h 5m 14s  	 0h 0m 46s  	 760(O) 	 10h 58m 56s	  10h 59m 48s  	 0h 0m 51s  	 0 	 0 
 761(R) 	 11h 4m 49s 	  11h 5m 14s  	 0h 0m 25s  	 761(R) 	 10h 59m 2s	  10h 59m 48s  	 0h 0m 46s  	 1 	 1 
 762(R) 	 11h 5m 8s 	  11h 5m 15s  	 0h 0m 6s  	 762(R) 	 10h 59m 40s	  10h 59m 49s  	 0h 0m 8s  	 2 	 2 
 763(V) 	 11h 5m 24s 	  11h 5m 27s  	 0h 0m 3s  	 763(V) 	 11h 0m 6s	  11h 0m 9s  	 0h 0m 3s  	 0 	 0 
 764(V) 	 11h 5m 31s 	  11h 5m 36s  	 0h 0m 5s  	 764(V) 	 11h 0m 26s	  11h 0m 28s  	 0h 0m 1s  	 0 	 0 
 765(V) 	 11h 5m 35s 	  11h 5m 43s  	 0h 0m 7s  	 765(R) 	 11h 0m 41s	  11h 1m 21s  	 0h 0m 39s  	 1 	 0 
 766(R) 	 11h 6m 34s 	  11h 6m 47s  	 0h 0m 12s  	 766(V) 	 11h 1m 25s	  11h 1m 25s  	 0h 0m 0s  	 0 	 0 
 767(R) 	 11h 6m 35s 	  11h 6m 47s  	 0h 0m 12s  	 767(V) 	 11h 1m 33s	  11h 1m 34s  	 0h 0m 1s  	 1 	 0 
 768(R) 	 11h 6m 39s 	  11h 6m 48s  	 0h 0m 9s  	 768(R) 	 11h 2m 34s	  11h 2m 54s  	 0h 0m 19s  	 2 	 0 
 769(V) 	 11h 6m 47s 	  11h 6m 50s  	 0h 0m 3s  	 769(R) 	 11h 2m 51s	  11h 2m 54s  	 0h 0m 3s  	 2 	 1 
 770(V) 	 11h 6m 53s 	  11h 6m 58s  	 0h 0m 5s  	 770(V) 	 11h 3m 20s	  11h 3m 21s  	 0h 0m 1s  	 0 	 0 
 771(V) 	 11h 6m 58s 	  11h 7m 6s  	 0h 0m 7s  	 771(R) 	 11h 3m 51s	  11h 4m 27s  	 0h 0m 35s  	 1 	 0 
 772(V) 	 11h 7m 12s 	  11h 7m 23s  	 0h 0m 10s  	 772(R) 	 11h 3m 53s	  11h 4m 27s  	 0h 0m 33s  	 0 	 1 
 773(V) 	 11h 7m 22s 	  11h 7m 27s  	 0h 0m 4s  	 773(R) 	 11h 4m 24s	  11h 4m 28s  	 0h 0m 3s  	 1 	 2 
 774(R) 	 11h 7m 46s 	  11h 8m 20s  	 0h 0m 33s  	 774(R) 	 11h 4m 25s	  11h 4m 30s  	 0h 0m 4s  	 0 	 3 
 775(R) 	 11h 8m 15s 	  11h 8m 20s  	 0h 0m 4s  	 775(V) 	 11h 4m 42s	  11h 4m 47s  	 0h 0m 5s  	 1 	 0 
 776(V) 	 11h 8m 25s 	  11h 8m 26s  	 0h 0m 1s  	 776(V) 	 11h 6m 31s	  11h 6m 31s  	 0h 0m 0s  	 0 	 0 
 777(V) 	 11h 8m 32s 	  11h 8m 35s  	 0h 0m 3s  	 777(V) 	 11h 6m 37s	  11h 6m 37s  	 0h 0m 0s  	 0 	 0 
 778(V) 	 11h 8m 36s 	  11h 8m 41s  	 0h 0m 5s  	 778(R) 	 11h 6m 54s	  11h 7m 33s  	 0h 0m 38s  	 0 	 0 
 779(V) 	 11h 8m 43s 	  11h 8m 51s  	 0h 0m 7s  	 779(R) 	 11h 7m 2s	  11h 7m 33s  	 0h 0m 30s  	 0 	 1 
 780(V) 	 11h 8m 49s 	  11h 9m 0s  	 0h 0m 10s  	 780(R) 	 11h 7m 8s	  11h 7m 34s  	 0h 0m 25s  	 1 	 2 
 781(V) 	 11h 8m 59s 	  11h 9m 53s  	 0h 0m 53s  	 781(V) 	 11h 7m 58s	  11h 8m 1s  	 0h 0m 3s  	 1 	 0 
 782(O) 	 11h 9m 2s 	  11h 9m 53s  	 0h 0m 51s  	 782(V) 	 11h 8m 7s	  11h 8m 12s  	 0h 0m 5s  	 1 	 0 
 783(R) 	 11h 9m 38s 	  11h 9m 54s  	 0h 0m 15s  	 783(R) 	 11h 8m 42s	  11h 9m 6s  	 0h 0m 23s  	 2 	 0 
 784(R) 	 11h 9m 48s 	  11h 9m 56s  	 0h 0m 7s  	 784(R) 	 11h 10m 6s	  11h 10m 39s  	 0h 0m 32s  	 3 	 0 
 785(V) 	 11h 10m 11s 	  11h 10m 16s  	 0h 0m 5s  	 785(R) 	 11h 10m 21s	  11h 10m 39s  	 0h 0m 18s  	 0 	 1 
 786(V) 	 11h 10m 26s 	  11h 10m 33s  	 0h 0m 6s  	 786(V) 	 11h 10m 53s	  11h 10m 54s  	 0h 0m 1s  	 0 	 0 
 787(R) 	 11h 10m 46s 	  11h 11m 26s  	 0h 0m 39s  	 787(V) 	 11h 10m 54s	  11h 10m 57s  	 0h 0m 3s  	 0 	 1 
 788(R) 	 11h 10m 53s 	  11h 11m 26s  	 0h 0m 32s  	 788(V) 	 11h 11m 1s	  11h 11m 6s  	 0h 0m 5s  	 1 	 0 
 789(R) 	 11h 10m 55s 	  11h 11m 27s  	 0h 0m 32s  	 789(V) 	 11h 11m 2s	  11h 11m 9s  	 0h 0m 7s  	 2 	 1 
 790(V) 	 11h 11m 29s 	  11h 11m 32s  	 0h 0m 3s  	 790(V) 	 11h 11m 13s	  11h 11m 19s  	 0h 0m 5s  	 0 	 0 
 791(V) 	 11h 11m 51s 	  11h 11m 56s  	 0h 0m 5s  	 791(V) 	 11h 11m 13s	  11h 12m 12s  	 0h 0m 58s  	 0 	 1 
 792(R) 	 11h 12m 12s 	  11h 12m 59s  	 0h 0m 46s  	 792(R) 	 11h 11m 28s	  11h 12m 12s  	 0h 0m 44s  	 0 	 1 
 793(R) 	 11h 12m 23s 	  11h 12m 59s  	 0h 0m 36s  	 793(R) 	 11h 11m 31s	  11h 12m 13s  	 0h 0m 41s  	 1 	 2 
 794(R) 	 11h 12m 40s 	  11h 13m 0s  	 0h 0m 20s  	 794(R) 	 11h 11m 48s	  11h 12m 15s  	 0h 0m 26s  	 2 	 3 
 795(R) 	 11h 12m 49s 	  11h 13m 2s  	 0h 0m 12s  	 795(R) 	 11h 11m 56s	  11h 12m 17s  	 0h 0m 20s  	 3 	 4 
 796(R) 	 11h 14m 5s 	  11h 14m 32s  	 0h 0m 26s  	 796(V) 	 11h 12m 25s	  11h 12m 33s  	 0h 0m 7s  	 0 	 0 
 797(V) 	 11h 14m 42s 	  11h 14m 42s  	 0h 0m 0s  	 797(R) 	 11h 13m 2s	  11h 13m 45s  	 0h 0m 42s  	 0 	 0 
 798(V) 	 11h 14m 58s 	  11h 14m 59s  	 0h 0m 1s  	 798(R) 	 11h 13m 3s	  11h 13m 45s  	 0h 0m 41s  	 0 	 1 
 799(V) 	 11h 15m 2s 	  11h 15m 5s  	 0h 0m 3s  	 799(R) 	 11h 13m 23s	  11h 13m 46s  	 0h 0m 22s  	 0 	 2 
 800(O) 	 11h 15m 16s 	  11h 15m 16s  	 0h 0m 0s  	 800(V) 	 11h 13m 50s	  11h 13m 53s  	 0h 0m 3s  	 0 	 0 
 801(V) 	 11h 16m 11s 	  11h 16m 11s  	 0h 0m 0s  	 801(R) 	 11h 14m 34s	  11h 15m 18s  	 0h 0m 43s  	 0 	 0 
 802(V) 	 11h 16m 33s 	  11h 16m 33s  	 0h 0m 0s  	 802(R) 	 11h 14m 40s	  11h 15m 18s  	 0h 0m 37s  	 0 	 1 
 803(V) 	 11h 16m 37s 	  11h 16m 39s  	 0h 0m 1s  	 803(R) 	 11h 14m 52s	  11h 15m 19s  	 0h 0m 26s  	 0 	 2 
 804(R) 	 11h 17m 16s 	  11h 17m 38s  	 0h 0m 21s  	 804(R) 	 11h 15m 3s	  11h 15m 21s  	 0h 0m 17s  	 0 	 3 
 805(R) 	 11h 17m 27s 	  11h 17m 38s  	 0h 0m 10s  	 805(R) 	 11h 15m 6s	  11h 15m 23s  	 0h 0m 16s  	 1 	 4 
 806(V) 	 11h 17m 47s 	  11h 17m 49s  	 0h 0m 1s  	 806(V) 	 11h 15m 56s	  11h 15m 58s  	 0h 0m 1s  	 0 	 0 
 807(R) 	 11h 18m 25s 	  11h 19m 11s  	 0h 0m 45s  	 807(R) 	 11h 16m 17s	  11h 16m 51s  	 0h 0m 33s  	 0 	 0 
 808(R) 	 11h 18m 36s 	  11h 19m 11s  	 0h 0m 34s  	 808(R) 	 11h 16m 31s	  11h 16m 51s  	 0h 0m 20s  	 1 	 1 
 809(R) 	 11h 18m 45s 	  11h 19m 12s  	 0h 0m 26s  	 809(R) 	 11h 18m 10s	  11h 18m 24s  	 0h 0m 13s  	 2 	 0 
 810(V) 	 11h 19m 26s 	  11h 19m 29s  	 0h 0m 3s  	 810(V) 	 11h 18m 29s	  11h 18m 29s  	 0h 0m 0s  	 0 	 0 
 811(R) 	 11h 20m 9s 	  11h 20m 44s  	 0h 0m 34s  	 811(V) 	 11h 18m 35s	  11h 18m 36s  	 0h 0m 1s  	 0 	 0 
 812(R) 	 11h 20m 28s 	  11h 20m 44s  	 0h 0m 15s  	 812(V) 	 11h 18m 49s	  11h 18m 52s  	 0h 0m 3s  	 1 	 0 
 813(R) 	 11h 20m 40s 	  11h 20m 45s  	 0h 0m 5s  	 813(O) 	 11h 19m 8s	  11h 19m 8s  	 0h 0m 0s  	 2 	 0 
 814(V) 	 11h 20m 51s 	  11h 20m 54s  	 0h 0m 3s  	 814(R) 	 11h 19m 13s	  11h 19m 57s  	 0h 0m 43s  	 0 	 0 
 815(V) 	 11h 20m 53s 	  11h 20m 58s  	 0h 0m 5s  	 815(R) 	 11h 19m 32s	  11h 19m 57s  	 0h 0m 25s  	 1 	 1 
 816(V) 	 11h 21m 6s 	  11h 21m 13s  	 0h 0m 7s  	 816(R) 	 11h 19m 32s	  11h 19m 58s  	 0h 0m 25s  	 0 	 2 
 817(V) 	 11h 21m 12s 	  11h 21m 22s  	 0h 0m 10s  	 817(R) 	 11h 19m 34s	  11h 20m 0s  	 0h 0m 25s  	 1 	 3 
 818(V) 	 11h 21m 23s 	  11h 21m 24s  	 0h 0m 0s  	 818(R) 	 11h 19m 50s	  11h 20m 2s  	 0h 0m 11s  	 0 	 4 
 819(R) 	 11h 21m 56s 	  11h 22m 17s  	 0h 0m 20s  	 819(V) 	 11h 20m 17s	  11h 20m 24s  	 0h 0m 7s  	 0 	 0 
 820(O) 	 11h 23m 2s 	  11h 23m 2s  	 0h 0m 0s  	 820(V) 	 11h 20m 18s	  11h 20m 28s  	 0h 0m 10s  	 0 	 1 
 821(R) 	 11h 23m 14s 	  11h 23m 50s  	 0h 0m 35s  	 821(V) 	 11h 20m 31s	  11h 20m 37s  	 0h 0m 5s  	 0 	 0 
 822(V) 	 11h 24m 2s 	  11h 24m 2s  	 0h 0m 0s  	 822(R) 	 11h 20m 48s	  11h 21m 30s  	 0h 0m 41s  	 0 	 0 
 823(V) 	 11h 24m 25s 	  11h 24m 26s  	 0h 0m 1s  	 823(R) 	 11h 21m 21s	  11h 21m 30s  	 0h 0m 8s  	 0 	 1 
 824(R) 	 11h 24m 48s 	  11h 25m 23s  	 0h 0m 34s  	 824(V) 	 11h 21m 31s	  11h 21m 33s  	 0h 0m 1s  	 0 	 0 
 825(R) 	 11h 24m 51s 	  11h 25m 23s  	 0h 0m 31s  	 825(V) 	 11h 21m 32s	  11h 21m 35s  	 0h 0m 3s  	 1 	 1 
 826(R) 	 11h 25m 3s 	  11h 25m 24s  	 0h 0m 20s  	 826(V) 	 11h 21m 47s	  11h 21m 52s  	 0h 0m 5s  	 2 	 0 
 827(V) 	 11h 25m 36s 	  11h 25m 39s  	 0h 0m 3s  	 827(R) 	 11h 22m 16s	  11h 23m 3s  	 0h 0m 46s  	 0 	 0 
 828(O) 	 11h 26m 3s 	  11h 26m 3s  	 0h 0m 0s  	 828(R) 	 11h 22m 27s	  11h 23m 3s  	 0h 0m 35s  	 0 	 1 
 829(R) 	 11h 26m 40s 	  11h 26m 56s  	 0h 0m 15s  	 829(R) 	 11h 22m 44s	  11h 23m 4s  	 0h 0m 19s  	 0 	 2 
 830(R) 	 11h 26m 53s 	  11h 26m 56s  	 0h 0m 2s  	 830(R) 	 11h 22m 45s	  11h 23m 6s  	 0h 0m 20s  	 1 	 3 
 831(V) 	 11h 26m 56s 	  11h 26m 57s  	 0h 0m 1s  	 831(V) 	 11h 23m 6s	  11h 23m 11s  	 0h 0m 5s  	 1 	 0 
 832(R) 	 11h 27m 54s 	  11h 28m 29s  	 0h 0m 34s  	 832(V) 	 11h 23m 21s	  11h 23m 29s  	 0h 0m 7s  	 0 	 0 
 833(R) 	 11h 28m 6s 	  11h 28m 29s  	 0h 0m 23s  	 833(O) 	 11h 23m 46s	  11h 23m 46s  	 0h 0m 0s  	 1 	 0 
 834(V) 	 11h 28m 33s 	  11h 28m 35s  	 0h 0m 1s  	 834(R) 	 11h 24m 8s	  11h 24m 36s  	 0h 0m 27s  	 0 	 0 
 835(V) 	 11h 29m 7s 	  11h 29m 9s  	 0h 0m 1s  	 835(R) 	 11h 24m 9s	  11h 24m 36s  	 0h 0m 26s  	 0 	 1 
 836(O) 	 11h 29m 10s 	  11h 30m 2s  	 0h 0m 51s  	 836(R) 	 11h 24m 30s	  11h 24m 37s  	 0h 0m 7s  	 0 	 2 
 837(O) 	 11h 29m 11s 	  11h 30m 2s  	 0h 0m 51s  	 837(R) 	 11h 24m 35s	  11h 24m 39s  	 0h 0m 3s  	 1 	 3 
 838(R) 	 11h 29m 39s 	  11h 30m 3s  	 0h 0m 23s  	 838(R) 	 11h 24m 35s	  11h 24m 41s  	 0h 0m 5s  	 2 	 4 
 839(R) 	 11h 29m 52s 	  11h 30m 5s  	 0h 0m 12s  	 839(V) 	 11h 24m 38s	  11h 24m 45s  	 0h 0m 7s  	 3 	 2 
 840(V) 	 11h 30m 7s 	  11h 30m 12s  	 0h 0m 5s  	 840(V) 	 11h 25m 7s	  11h 25m 16s  	 0h 0m 8s  	 0 	 0 
 841(V) 	 11h 30m 16s 	  11h 30m 23s  	 0h 0m 7s  	 841(O) 	 11h 25m 20s	  11h 26m 9s  	 0h 0m 48s  	 0 	 0 
 842(V) 	 11h 30m 40s 	  11h 30m 42s  	 0h 0m 1s  	 842(R) 	 11h 25m 25s	  11h 26m 9s  	 0h 0m 43s  	 0 	 1 
 843(O) 	 11h 30m 42s 	  11h 31m 35s  	 0h 0m 52s  	 843(R) 	 11h 25m 30s	  11h 26m 10s  	 0h 0m 40s  	 0 	 2 
 844(V) 	 11h 31m 45s 	  11h 31m 45s  	 0h 0m 0s  	 844(R) 	 11h 25m 38s	  11h 26m 12s  	 0h 0m 33s  	 0 	 3 
 845(V) 	 11h 32m 9s 	  11h 32m 10s  	 0h 0m 1s  	 845(R) 	 11h 25m 58s	  11h 26m 14s  	 0h 0m 15s  	 0 	 4 
 846(R) 	 11h 32m 28s 	  11h 33m 8s  	 0h 0m 39s  	 846(V) 	 11h 26m 30s	  11h 26m 38s  	 0h 0m 7s  	 0 	 0 
 847(R) 	 11h 32m 31s 	  11h 33m 8s  	 0h 0m 37s  	 847(V) 	 11h 26m 37s	  11h 26m 48s  	 0h 0m 10s  	 1 	 1 
 848(R) 	 11h 32m 33s 	  11h 33m 9s  	 0h 0m 36s  	 848(V) 	 11h 26m 40s	  11h 26m 49s  	 0h 0m 8s  	 2 	 1 
 849(R) 	 11h 32m 33s 	  11h 33m 11s  	 0h 0m 37s  	 849(V) 	 11h 26m 42s	  11h 27m 42s  	 0h 0m 59s  	 3 	 2 
 850(R) 	 11h 32m 42s 	  11h 33m 13s  	 0h 0m 30s  	 850(V) 	 11h 26m 45s	  11h 27m 42s  	 0h 0m 56s  	 4 	 3 
 851(R) 	 11h 32m 45s 	  11h 33m 15s  	 0h 0m 29s  	 851(R) 	 11h 27m 9s	  11h 27m 43s  	 0h 0m 33s  	 5 	 2 
 852(R) 	 11h 32m 49s 	  11h 33m 18s  	 0h 0m 28s  	 852(R) 	 11h 27m 19s	  11h 27m 45s  	 0h 0m 25s  	 6 	 3 
 853(R) 	 11h 32m 52s 	  11h 33m 22s  	 0h 0m 29s  	 853(R) 	 11h 28m 34s	  11h 29m 15s  	 0h 0m 40s  	 7 	 0 
 854(R) 	 11h 32m 58s 	  11h 33m 26s  	 0h 0m 27s  	 854(R) 	 11h 28m 51s	  11h 29m 15s  	 0h 0m 24s  	 8 	 1 
 855(V) 	 11h 33m 18s 	  11h 33m 40s  	 0h 0m 22s  	 855(R) 	 11h 28m 54s	  11h 29m 16s  	 0h 0m 22s  	 3 	 2 
 856(V) 	 11h 33m 45s 	  11h 33m 48s  	 0h 0m 2s  	 856(R) 	 11h 28m 59s	  11h 29m 18s  	 0h 0m 18s  	 0 	 3 
 857(R) 	 11h 33m 57s 	  11h 34m 41s  	 0h 0m 43s  	 857(R) 	 11h 29m 4s	  11h 29m 20s  	 0h 0m 15s  	 0 	 4 
 858(R) 	 11h 34m 18s 	  11h 34m 41s  	 0h 0m 23s  	 858(V) 	 11h 29m 36s	  11h 29m 44s  	 0h 0m 7s  	 1 	 0 
 859(V) 	 11h 35m 9s 	  11h 35m 10s  	 0h 0m 1s  	 859(V) 	 11h 29m 44s	  11h 29m 55s  	 0h 0m 10s  	 0 	 0 
 860(O) 	 11h 35m 22s 	  11h 35m 22s  	 0h 0m 0s  	 860(R) 	 11h 30m 42s	  11h 30m 48s  	 0h 0m 5s  	 0 	 0 
 861(R) 	 11h 35m 46s 	  11h 36m 14s  	 0h 0m 27s  	 861(R) 	 11h 32m 13s	  11h 32m 21s  	 0h 0m 7s  	 0 	 0 
 862(R) 	 11h 36m 0s 	  11h 36m 14s  	 0h 0m 13s  	 862(R) 	 11h 32m 16s	  11h 32m 21s  	 0h 0m 5s  	 1 	 1 
 863(V) 	 11h 36m 32s 	  11h 36m 33s  	 0h 0m 1s  	 863(V) 	 11h 32m 24s	  11h 32m 25s  	 0h 0m 1s  	 0 	 0 
 864(V) 	 11h 36m 33s 	  11h 36m 36s  	 0h 0m 3s  	 864(V) 	 11h 32m 55s	  11h 32m 58s  	 0h 0m 3s  	 0 	 0 
 865(V) 	 11h 36m 41s 	  11h 36m 46s  	 0h 0m 5s  	 865(V) 	 11h 33m 58s	  11h 33m 58s  	 0h 0m 0s  	 0 	 0 
 866(O) 	 11h 36m 55s 	  11h 36m 55s  	 0h 0m 0s  	 866(V) 	 11h 34m 10s	  11h 34m 10s  	 0h 0m 0s  	 0 	 0 
 867(R) 	 11h 37m 2s 	  11h 37m 47s  	 0h 0m 44s  	 867(V) 	 11h 34m 24s	  11h 34m 26s  	 0h 0m 1s  	 0 	 0 
 868(V) 	 11h 37m 56s 	  11h 37m 57s  	 0h 0m 0s  	 868(O) 	 11h 34m 36s	  11h 34m 36s  	 0h 0m 0s  	 0 	 0 
 869(V) 	 11h 38m 19s 	  11h 38m 21s  	 0h 0m 1s  	 869(R) 	 11h 34m 47s	  11h 35m 27s  	 0h 0m 39s  	 0 	 0 
 870(V) 	 11h 38m 22s 	  11h 38m 25s  	 0h 0m 3s  	 870(R) 	 11h 34m 56s	  11h 35m 27s  	 0h 0m 31s  	 0 	 1 
 871(R) 	 11h 38m 50s 	  11h 39m 20s  	 0h 0m 29s  	 871(R) 	 11h 34m 58s	  11h 35m 28s  	 0h 0m 30s  	 0 	 2 
 872(R) 	 11h 39m 6s 	  11h 39m 20s  	 0h 0m 14s  	 872(R) 	 11h 35m 22s	  11h 35m 30s  	 0h 0m 7s  	 1 	 3 
 873(V) 	 11h 39m 36s 	  11h 39m 38s  	 0h 0m 1s  	 873(V) 	 11h 35m 30s	  11h 35m 35s  	 0h 0m 5s  	 0 	 0 
 874(V) 	 11h 39m 52s 	  11h 39m 55s  	 0h 0m 3s  	 874(V) 	 11h 35m 51s	  11h 35m 59s  	 0h 0m 7s  	 0 	 0 
 875(R) 	 11h 40m 9s 	  11h 40m 53s  	 0h 0m 43s  	 875(R) 	 11h 36m 29s	  11h 37m 0s  	 0h 0m 30s  	 0 	 0 
 876(R) 	 11h 40m 46s 	  11h 40m 53s  	 0h 0m 7s  	 876(V) 	 11h 37m 32s	  11h 37m 32s  	 0h 0m 0s  	 1 	 0 
 877(V) 	 11h 41m 12s 	  11h 41m 13s  	 0h 0m 1s  	 877(R) 	 11h 37m 58s	  11h 38m 33s  	 0h 0m 34s  	 0 	 0 
 878(V) 	 11h 41m 18s 	  11h 41m 21s  	 0h 0m 3s  	 878(R) 	 11h 39m 31s	  11h 40m 6s  	 0h 0m 34s  	 0 	 0 
 879(V) 	 11h 41m 31s 	  11h 41m 33s  	 0h 0m 1s  	 879(R) 	 11h 39m 43s	  11h 40m 6s  	 0h 0m 23s  	 0 	 1 
 880(R) 	 11h 42m 0s 	  11h 42m 26s  	 0h 0m 25s  	 880(V) 	 11h 40m 21s	  11h 40m 22s  	 0h 0m 1s  	 0 	 0 
 881(R) 	 11h 42m 22s 	  11h 42m 26s  	 0h 0m 4s  	 881(V) 	 11h 40m 24s	  11h 40m 27s  	 0h 0m 3s  	 1 	 0 
 882(V) 	 11h 42m 33s 	  11h 42m 34s  	 0h 0m 1s  	 882(R) 	 11h 40m 56s	  11h 41m 39s  	 0h 0m 42s  	 0 	 0 
 883(V) 	 11h 43m 1s 	  11h 43m 4s  	 0h 0m 3s  	 883(R) 	 11h 41m 22s	  11h 41m 39s  	 0h 0m 17s  	 0 	 1 
 884(R) 	 11h 43m 28s 	  11h 43m 59s  	 0h 0m 30s  	 884(R) 	 11h 41m 26s	  11h 41m 40s  	 0h 0m 14s  	 0 	 2 
 885(R) 	 11h 43m 28s 	  11h 43m 59s  	 0h 0m 30s  	 885(V) 	 11h 42m 15s	  11h 42m 18s  	 0h 0m 3s  	 1 	 0 
 886(R) 	 11h 43m 33s 	  11h 44m 0s  	 0h 0m 27s  	 886(R) 	 11h 42m 26s	  11h 43m 12s  	 0h 0m 45s  	 2 	 0 
 887(V) 	 11h 44m 7s 	  11h 44m 10s  	 0h 0m 3s  	 887(R) 	 11h 42m 33s	  11h 43m 12s  	 0h 0m 38s  	 0 	 1 
 888(V) 	 11h 44m 9s 	  11h 44m 14s  	 0h 0m 5s  	 888(R) 	 11h 42m 45s	  11h 43m 13s  	 0h 0m 27s  	 1 	 2 
 889(V) 	 11h 44m 32s 	  11h 44m 39s  	 0h 0m 6s  	 889(V) 	 11h 43m 13s	  11h 43m 16s  	 0h 0m 3s  	 0 	 0 
 890(R) 	 11h 44m 49s 	  11h 45m 32s  	 0h 0m 42s  	 890(V) 	 11h 43m 37s	  11h 43m 42s  	 0h 0m 5s  	 0 	 0 
 891(R) 	 11h 45m 17s 	  11h 45m 32s  	 0h 0m 15s  	 891(V) 	 11h 43m 39s	  11h 43m 47s  	 0h 0m 7s  	 1 	 1 
 892(R) 	 11h 45m 27s 	  11h 45m 33s  	 0h 0m 5s  	 892(V) 	 11h 43m 46s	  11h 43m 52s  	 0h 0m 5s  	 2 	 1 
 893(R) 	 11h 45m 28s 	  11h 45m 35s  	 0h 0m 6s  	 893(O) 	 11h 43m 56s	  11h 44m 45s  	 0h 0m 48s  	 3 	 0 
 894(R) 	 11h 46m 49s 	  11h 47m 5s  	 0h 0m 15s  	 894(R) 	 11h 44m 27s	  11h 44m 45s  	 0h 0m 17s  	 0 	 1 
 895(R) 	 11h 47m 2s 	  11h 47m 5s  	 0h 0m 3s  	 895(V) 	 11h 45m 10s	  11h 45m 11s  	 0h 0m 1s  	 1 	 0 
 896(V) 	 11h 47m 9s 	  11h 47m 11s  	 0h 0m 1s  	 896(V) 	 11h 45m 11s	  11h 45m 14s  	 0h 0m 3s  	 0 	 0 
 897(V) 	 11h 47m 25s 	  11h 47m 28s  	 0h 0m 3s  	 897(V) 	 11h 45m 13s	  11h 45m 18s  	 0h 0m 5s  	 0 	 1 
 898(V) 	 11h 47m 26s 	  11h 47m 31s  	 0h 0m 5s  	 898(O) 	 11h 45m 27s	  11h 45m 27s  	 0h 0m 0s  	 1 	 0 
 899(R) 	 11h 47m 57s 	  11h 48m 38s  	 0h 0m 40s  	 899(R) 	 11h 45m 39s	  11h 46m 18s  	 0h 0m 38s  	 0 	 0 
 900(R) 	 11h 48m 0s 	  11h 48m 38s  	 0h 0m 37s  	 900(R) 	 11h 45m 41s	  11h 46m 18s  	 0h 0m 36s  	 1 	 1 
 901(V) 	 11h 48m 38s 	  11h 48m 40s  	 0h 0m 1s  	 901(R) 	 11h 45m 45s	  11h 46m 19s  	 0h 0m 34s  	 0 	 2 
 902(V) 	 11h 48m 45s 	  11h 48m 48s  	 0h 0m 3s  	 902(V) 	 11h 46m 27s	  11h 46m 30s  	 0h 0m 3s  	 0 	 0 
 903(V) 	 11h 48m 50s 	  11h 48m 55s  	 0h 0m 5s  	 903(V) 	 11h 46m 28s	  11h 46m 33s  	 0h 0m 5s  	 0 	 1 
 904(V) 	 11h 48m 55s 	  11h 49m 2s  	 0h 0m 7s  	 904(V) 	 11h 46m 34s	  11h 46m 42s  	 0h 0m 7s  	 0 	 0 
 905(O) 	 11h 49m 20s 	  11h 49m 20s  	 0h 0m 0s  	 905(R) 	 11h 47m 11s	  11h 47m 51s  	 0h 0m 39s  	 0 	 0 
 906(R) 	 11h 49m 28s 	  11h 50m 11s  	 0h 0m 42s  	 906(R) 	 11h 47m 22s	  11h 47m 51s  	 0h 0m 29s  	 0 	 1 
 907(R) 	 11h 49m 52s 	  11h 50m 11s  	 0h 0m 18s  	 907(R) 	 11h 47m 45s	  11h 47m 52s  	 0h 0m 7s  	 1 	 2 
